metric,report_type,concept,label,numeric_value,unit,period_end,fiscal_period,fiscal_year
net_income,annual,us-gaap:NetIncomeLoss,Net Income (Loss) Attributable to Parent,-242301000,CNY,2025-12-31,FY,2025
