revenue_oas,sales_serv_revenue_oas,financing_serv_revenue_oas,other_revenue_oas,cost_of_revenue_oas,cost_of_goods_n_serv_oas,cost_of_financing_serv_oas,other_cost_oas,gross_profit_oas,other_operating_income_oas,operating_expenses_oas,sga_expenses_oas,selling_marketing_expenses_oas,ga_expenses_oas,rd_expenses_oas,loss_on_bad_debts_oas,loss_on_impairment_oas,disposal_of_assets_loss_oas,other_operating_expenses_oas,operating_income_oas,non-operating_income_loss_oas,net_interest_expense_oas,interest_expense_oas,interest_income_oas,income_loss_affiliates_oas,income_loss_from_asso_oas,income_loss_from_jv_oas,gain_loss_on_other_inv_oas,gain_loss_on_change_in_fv_oas,gain_loss_on_fc_ex_oas,other_non-op_income_loss_oas,pretax_income_from_continu_op_oas,income_tax_expense_oas,current_income_tax_oas,deferred_income_tax_oas,income_tax_adjustments_oas,net_income_from_continu_op_oas,income_from_discontinue_op_oas,others_before_net_income_oas,net_income_oas,net_income_attri_to_mino_oas,net_income_attri_to_owners_oas,preferred_stock_dividends_oas,other_adjustments_oas,net_income_attri_to_common_sh_oas,other_compre_income_oas,total_compre_income_oas,total_ci_attri_to_min_oas,total_ci_attri_to_owners_oas,ar_currency_oas,thscode,time
295468264.15088,295468264.15088,,,40209505.52684,40209505.52684,,,255258758.62404,,332914706.87448,167691564.15068,139362449.64486,28329114.50582,165223142.7238,2548000,1697457.07004,3616.93852,-2055533.98352,-77655948.25044,7947387.71958,-19214429.43542,9495854.7452,28710284.18062,-9530493.88718,-9530493.88718,,3840771.36918,-44794.39244,10749541.28144,-16282066.08684,-69708560.53086,0.0,0.0,0.0,,-69708560.53086,,,-69708560.53086,1867174.95444,-71575735.4853,,,-71575735.4853,916754.8018,-68791805.72906,1867174.95444,-70658980.6835,CNY,9926.HK,
