cik,ticker,exchange,entity_name,entity_type,former_names,sic,sic_description,category,fiscal_year_end,ein,phone,shares_outstanding,state_of_incorporation,state_of_incorporation_description,mailing_address,business_address
1758530,SY,Nasdaq,So-Young International Inc.,other,,7374,Services-Computer Processing & Data Preparation,Accelerated filer,1231,000000000,00861087902012,70212159,E9,Cayman Islands,"{'city': 'BEIJING', 'street1': '2/F, EAST TOWER, POLY PLAZA', 'street2': 'NO. 66 XIANGBIN ROAD, CHAOYANG DISTRICT', 'zipcode': '100012', 'state_or_country': '', 'state_or_country_desc': ''}","{'city': 'BEIJING', 'street1': '2/F, EAST TOWER, POLY PLAZA', 'street2': 'NO. 66 XIANGBIN ROAD, CHAOYANG DISTRICT', 'zipcode': '100012', 'state_or_country': '', 'state_or_country_desc': ''}"
