revenue_oas,sales_serv_revenue_oas,financing_serv_revenue_oas,other_revenue_oas,cost_of_revenue_oas,cost_of_goods_n_serv_oas,cost_of_financing_serv_oas,other_cost_oas,gross_profit_oas,other_operating_income_oas,operating_expenses_oas,sga_expenses_oas,selling_marketing_expenses_oas,ga_expenses_oas,rd_expenses_oas,loss_on_bad_debts_oas,loss_on_impairment_oas,disposal_of_assets_loss_oas,other_operating_expenses_oas,operating_income_oas,non-operating_income_loss_oas,net_interest_expense_oas,interest_expense_oas,interest_income_oas,income_loss_affiliates_oas,income_loss_from_asso_oas,income_loss_from_jv_oas,gain_loss_on_other_inv_oas,gain_loss_on_change_in_fv_oas,gain_loss_on_fc_ex_oas,other_non-op_income_loss_oas,pretax_income_from_continu_op_oas,income_tax_expense_oas,current_income_tax_oas,deferred_income_tax_oas,income_tax_adjustments_oas,net_income_from_continu_op_oas,income_from_discontinue_op_oas,others_before_net_income_oas,net_income_oas,net_income_attri_to_mino_oas,net_income_attri_to_owners_oas,preferred_stock_dividends_oas,other_adjustments_oas,net_income_attri_to_common_sh_oas,other_compre_income_oas,total_compre_income_oas,total_ci_attri_to_min_oas,total_ci_attri_to_owners_oas,ar_currency_oas,thscode,time
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9926.HK,
