address1,address2,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,fulldayPrice,fulldayChange,fulldayChangePercent,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,corporateActions,postMarketTime,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,marketState,regularMarketChangePercent,regularMarketPrice,shortName,longName,hasPrePostMarketData,firstTradeDateMilliseconds,postMarketChangePercent,postMarketPrice,postMarketChange,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,displayName,trailingPegRatio
"East Tower, Poly Plaza",2nd Floor No. 66 Xiangbin Road Chaoyang,Beijing,100012,China,86 10 8790 2012,https://www.soyoung.com,Health Information Services,health-information-services,Health Information Services,Healthcare,healthcare,Healthcare,"So-Young International Inc. operates an online platform for consumption healthcare services in the People's Republic of China. The company offers So-Young Mobile App that offers users access to medical aesthetic knowledge, community support and reservation options for treatment with medical professionals, and medical aesthetic institutions; Weixin mini program to explore treatment options, check prices, schedule appointments, participate in online consultations, and track follow-ups; and medical aesthetic community content through its website soyoung.com. Its aesthetic centers offer non-invasive to minimally invasive procedures, including device-based options, such as thread lifts, intense pulsed light, ultrasound facelifts, picosecond lasers, and body contouring treatments, as well as injectable treatments, including skin boosters, hyaluronic acid-based products, botox, and type I and type III collagen. In addition, the company engages in the research and development, production, sale, and distribution of light therapy devices, including excimer laser systems, UV excimer therapy devices, LED and red-light therapy systems, and advanced laser and intense pulsed light technologies; surgical laser devices, including carbon dioxide laser machines, multi-wavelength and semiconductor laser systems for urological treatments, and hydrodynamic-assisted liposuction systems for plastic surgery, as well as pneumatic liquid spray devices skin cleansing. Further, it offers injectable products; sales and technical, maintenance, installation, operational training, error reporting, maintenance, and equipment packaging services; consumption healthcare services, including dermatology, dentistry and orthodontics, physical examinations, gynecology, and postnatal care; reservation services; and content management through beauty diaries, short-form videos, treatment reviews, featured articles, and chat messages. The company was founded in 2013 and is headquartered in Beijing, China.",2348,"[{'maxAge': 1, 'name': 'Ms. Gefei  Li', 'age': 30, 'title': 'COO & Director', 'yearBorn': 1995, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Bei  Wang', 'age': 39, 'title': 'Chief Marketing Officer & Director', 'yearBorn': 1986, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Xing  Jin', 'age': 45, 'title': 'Co-Founder, CEO & Chairman', 'yearBorn': 1980, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Tao  Yu', 'age': 46, 'title': 'Co-Founder & Consultant', 'yearBorn': 1979, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Nan  Shen C.P.A.', 'age': 41, 'title': 'CFO & Director', 'yearBorn': 1984, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Christian  Arnell', 'title': 'Investor Relations Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Vivian  XU', 'title': 'Investor Relations Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Mona  Qiao', 'title': 'Investor Relation Officer', 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,4,2.32,2.32,2.32,2.445,2.32,2.32,2.32,2.445,1744070400,0.0,2.063,-28.01593,293206,293206,356767,184800,184800,1.73,3.02,2,2,240912896,230874856,1.28,4.75,22.8,0.5,2.42,0.0800002,3.44828,0.14522317,1.8832,2.61975,0.0,0.0,USD,False,-61650864,-0.15573,52988844,84780372,1917107,1803361,1784073600,1786665600,0.0191,0.21686001,0.19683,9.57,0.038,100380372,2.214337,1.0838459,1767139200,1798675200,1774915200,-258339008,-0.38,-0.085665554,-0.037,0.279,-0.3878628,0.20504117,0.027,1744070400,EQUITY,2.4,9.897477,4.8477044,7.3725915,7.3725915,none,2,797462016,7.944,-220909504,380422016,0.999,1.73,1658914944,23.646,16.436,-0.066139996,-0.15041,763609024,0.456,0.46030998,-0.13317001,-0.13377,CNY,SY,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,1745539200,1788179400,1788179400,1788179400,1788206400,1788206400,False,-0.38,-0.085665554,-2.35638,-1.0185115,0.51680005,0.27442652,-0.21974993,-0.08388202,15,0,False,[],1787961366,1787947200,NCM,finmb_609634860,America/New_York,EDT,-14400000,us_market,False,CLOSED,3.44828,2.4,So-Young International Inc. - A,So-Young International Inc.,True,1556803800000,0.8333325,2.42,0.01999998,0.0800002,2.32 - 2.445,NasdaqCM,356767,1.1200001,0.8750001,1.28 - 4.75,-2.35,-0.49473682,-38.78628,So-Young,
