ths_asset_liab_ratio_stock,ths_asset_liab_ratiopc_stock,ths_dwi_stock,ths_equity_multiplier_stock,ths_flow_debt_to_total_debt_stock,ths_noncurrent_liab_to_total_liab_stock,ths_lt_liab_stock,thscode,time
68.265,18.09030280707,89.180718397709,3.1511,22.5909,77.4091,74.836366993905,601985.SH,
