ths_roe_stock,ths_roa_stock,ths_roic_stock,ths_net_sales_rate_stock,ths_gross_selling_rate_stock,ths_sales_dur_fee_rate_stock,ths_prime_operating_ratio_stock,ths_sales_fee_to_total_revenue_stock,ths_manage_fee_to_revenue_2_stock,ths_rad_cost_to_revenue_stock,ths_finance_cost_to_total_revenue_stock,ths_eps_basic_stock,ths_nav_ps_stock,ths_ncf_from_oa_ps_stock,ths_revenue_ps_stock,ths_oips_stock,ths_ebit_to_interest_fee_stock,ths_ebitda_to_interest_stock,ths_ebitda_to_total_liab_stock,ths_ebitda_to_dwi_stock,ths_ebitda_to_interest_fee_stock,ths_ebit_to_interest_stock,ths_all_debt_to_ebitda_stock,thscode,time
8.7264,4.8571,3.865442226403,21.4218,42.9086,15.9278,99.193866925854,0.0809,5.2115101505568,1.7788808112134,8.8565,0.463,5.31,1.9798,3.7569,3.7569,4.4426,4.4425602671993,0.1053,0.11808430696499,7.2360384893229,7.2360384893229,9.4959156544558,601985.SH,
