ths_asset_liab_ratio_stock,ths_asset_liab_ratiopc_stock,ths_dwi_stock,ths_equity_multiplier_stock,ths_flow_debt_to_total_debt_stock,ths_noncurrent_liab_to_total_liab_stock,ths_lt_liab_stock,thscode,time
63.702,16.230596783621,84.416078996165,2.755,40.9149,59.0851,55.297298847167,600578.SH,
