ths_cf_interest_coverage_stock,ths_cf_interest_coverage_capitalized_stock,ths_ncf_of_oa_to_dwi_stock,ths_ncf_of_oa_to_noncurrent_liab_stock,ths_ncf_of_oa_to_net_debt_stock,ths_non_fa_net_cf_to_total_liab_stock,ths_cf_debt_ratio_stock,ths_lt_debt_to_oc_stock,ths_long_debt_ratio_stock,ths_cash_turnover_stock,thscode,time
505.48020144487,428.08718356703,0.1422,0.22480661683723,0.1498,6.2596473393554,0.1186,,49.179286553719,2176.5663013605,600027.SH,
