ths_asset_liab_ratio_stock,ths_asset_liab_ratiopc_stock,ths_dwi_stock,ths_equity_multiplier_stock,ths_flow_debt_to_total_debt_stock,ths_noncurrent_liab_to_total_liab_stock,ths_lt_liab_stock,thscode,time
61.5508,46.181583678652,83.397801085161,2.6008,47.2641,52.7359,49.179286553719,600027.SH,
