ths_currency_fund_stock,ths_settle_reserves_stock,ths_lending_fund_stock,ths_tradable_fnncl_assets_stock,ths_derivative_fnncl_assets_stock,ths_bill_receivable_stock,ths_account_receivable_stock,ths_bill_and_account_receivable_stock,ths_receivable_financing_stock,ths_prepays_stock,ths_premium_receivable_stock,ths_rein_account_receivable_stock,ths_rein_contract_reserve_stock,ths_interest_receivable_stock,ths_dividend_receivable_stock,ths_other_receivables_stock,ths_other_receivables_sum_stock,ths_buy_resale_fnncl_assets_stock,ths_inventory_stock,ths_inventory_data_assets_stock,ths_contract_asset_stock,ths_divided_into_asset_for_sale_stock,ths_noncurrent_asset_due_within1y_stock,ths_other_cunrren_assets_stock,ths_flow_assets_diff_sri_stock,ths_flow_assets_diff_tbi_stock,ths_total_current_assets_stock,ths_loans_and_payments_stock,ths_saleable_finacial_assets_stock,ths_held_to_maturity_invest_stock,ths_debt_right_invest_stock,ths_other_debt_right_invest_stock,ths_lt_receivable_stock,ths_lt_equity_invest_stock,ths_other_ei_invest_stock,ths_other_uncurrent_fa_stock,ths_invest_property_stock,ths_fixed_asset_stock,ths_fixed_assets_disposal_stock,ths_fixed_asset_sum_stock,ths_construction_in_process_stock,ths_project_goods_and_material_stock,ths_construction_in_process_sum_stock,ths_productive_biological_assets_stock,ths_oil_and_gas_asset_stock,ths_right_of_use_assets_stock,ths_intangible_assets_stock,ths_intangible_asset_data_assets_stock,ths_dev_expenditure_stock,ths_dev_expenditure_data_assets_stock,ths_goodwill_stock,ths_lt_deferred_expense_stock,ths_dt_assets_stock,ths_othr_noncurrent_assets_stock,ths_noncurrent_assets_diff_sri_stock,ths_noncurrent_assets_diff_tbi_stock,ths_total_noncurrent_assets_stock,ths_asset_diff_sri_stock,ths_asset_diff_tbi_stock,ths_total_assets_stock,ths_st_borrow_stock,ths_loan_from_central_bank_stock,ths_saving_and_interbank_deposit_stock,ths_borrowing_funds_stock,ths_tradable_fnncl_liab_stock,ths_derivative_fnncl_liab_stock,ths_bill_payable_stock,ths_accounts_payable_stock,ths_bill_and_account_payable_stock,ths_advance_payment_stock,ths_contract_liab_stock,ths_fnncl_assets_sold_for_repur_stock,ths_charge_and_commi_payable_stock,ths_payroll_payable_stock,ths_tax_payable_stock,ths_interest_payable_stock,ths_dividend_payable_stock,ths_other_payables_stock,ths_other_payables_sum_stock,ths_rein_payable_stock,ths_insurance_contract_reserve_stock,ths_acting_td_sec_stock,ths_act_underwriting_sec_stock,ths_divided_into_liab_for_sale_stock,ths_noncurrent_liab_due_in1y_stock,ths_differed_income_current_liab_stock,ths_st_bond_payable_new_stock,ths_other_current_liab_stock,ths_flow_debt_diff_sri_stock,ths_flow_debt_diff_tbi_stock,ths_total_current_liab_stock,ths_lt_loan_stock,ths_bond_payable_stock,ths_perpetual_capital_sec_stock,ths_preferred_stock,ths_lease_libilities_stock,ths_lt_payable_stock,ths_special_payable_stock,ths_lt_payable_sum_stock,ths_lt_staff_salary_payable_stock,ths_estimated_liab_stock,ths_dt_liab_stock,ths_differed_incomencl_stock,ths_othr_noncurrent_liab_stock,ths_noncurrent_liab_diff_sri_stock,ths_noncurrent_liab_diff_sbi_stock,ths_total_noncurrent_liab_stock,ths_liab_diff_sri_stock,ths_liab_diff_tbi_stock,ths_total_liab_stock,ths_actual_received_capital_stock,ths_capital_reserve_stock,ths_treasury_stock_stock,ths_bs_other_compre_income_stock,ths_other_equity_instruments_stock,ths_preferred_shares_stock,ths_perpetual_capital_sec_shares_stock,ths_appropriative_reserve_stock,ths_earned_surplus_stock,ths_general_risk_provision_stock,ths_undstrbtd_profit_stock,ths_frgn_currency_convert_diff_stock,unconfirmed_invest_loss_bs,ths_total_equity_atoopc_diff_spe_stock,ths_total_equity_atoopc_diff_sri_stock,ths_total_equity_atoopc_stock,ths_minority_equity_stock,ths_holder_equity_diff_sri_stock,ths_equity_right_diff_tbi_stock,ths_total_owner_equity_stock,ths_liab_and_equity_diff_sri_stock,ths_liab_and_equity_diff_tbi_stock,ths_total_liab_and_owner_equity_stock,thscode,time
25687539841.19,,,271260058.16,,1651016170.32,19514675324.78,21165691495.1,3641139041.31,3779144764.69,,,,,105453702.24,1015903739.79,1121357442.03,,21388484999.01,,6574348307.36,,218596250.02,4089816399.77,,,87937378598.64,,,,30900000.0,,,1096396830.54,227579581.0,4977326520.9,75837777.59,88949507457.05,,88949507457.05,18033493595.64,62873407.28,18096367002.92,,,390210825.39,14096601182.56,,,,468232046.08,2953047314.05,2429441353.96,5421555147.91,,,139213003039.95,,,227150381638.59,3625113022.37,,,,28060593.87,,22063495660.55,28916459022.33,50979954682.88,3438041.84,7524298150.5,,,1769929605.59,1132957494.17,,134149495.76,3075512946.08,3209662441.84,,,,,,7229774223.14,,,1257340983.46,,,76760529239.66,37211888547.27,1405702316.74,,,432659590.46,6285330583.88,,6285330583.88,,759865291.68,1234164464.97,2159917074.42,46094671.7,,,49535622541.12,,,126296151780.78,5052792571.0,11124556202.57,600069500.05,375650311.61,4500000000.0,,4500000000.0,3601464388.95,3085572927.16,252259922.88,46999594786.74,,,,,74391821610.86,26462408246.95,,,100854229857.81,0.0,0.0,227150381638.59,600089.SH,
