code,time,interval,ma5,ma10,ma20,ma60,expma12,expma50,sar,bollmb,bollup,bolldn,bbi,rsi6,rsi12,rsi24,k,d,j,dif,dea,macd,pdi,mdi,adx,adxr,bias6,bias12,bias24,wr6,wr10,cci,roc,maroc,lb,atr14
600089.SH,2026-08-28 15:00:00,5min,19.306,19.32,19.3215,19.3175,19.315065,19.306864,19.352622,19.3215,19.352012,19.290988,19.312604,35.180168,44.53632,48.890084,29.404665,37.916009,12.381977,0.00011,0.004255,-0.008289,10.925699,26.398539,34.058117,27.884396,-0.060413,-0.112137,-0.088436,75.0,75.0,-131.058618,-0.155199,-0.068946,1.082287,0.023571
