ths_operating_revenue_yoy_stock,ths_or_yoy_stock,ths_op_yoy_stock,ths_total_profit_yoy_stock,ths_np_yoy_stock,ths_np_atsopc_yoy_stock,ths_np_atsopc_dnrgal_yoy_stock,ths_net_interest_income_growth_stock,ths_interest_income_growth_stock,ths_interest_expense_growth_stock,ths_operating_cost_yoy_stock,ths_ncf_of_oa_yoy_stock,ths_oa_cf_net_amt_yoy_stock,ths_cash_net_flow_yoy_stock,ths_net_assets_yoy_stock,ths_total_liab_growth_yoy_stock,ths_total_assets_growth_yoy_stock,ths_account_receivable_yoy_stock,ths_currency_capital_yoy_stock,thscode,time
16.909,16.9664,-8.352,-10.4303,-11.835677939348,-19.8361,-4.0914,,-39.330331943547,-6.9525221223672,16.416362572825,34.1383,34.1288,92.957519596508,5.258131715489,13.94147854083,13.362883284558,26.634790226176,6.4975938458602,600089.SH,
