ths_roe_stock,ths_roa_stock,ths_roic_stock,ths_net_sales_rate_stock,ths_gross_selling_rate_stock,ths_sales_dur_fee_rate_stock,ths_prime_operating_ratio_stock,ths_sales_fee_to_total_revenue_stock,ths_manage_fee_to_revenue_2_stock,ths_rad_cost_to_revenue_stock,ths_finance_cost_to_total_revenue_stock,ths_eps_basic_stock,ths_nav_ps_stock,ths_ncf_from_oa_ps_stock,ths_revenue_ps_stock,ths_oips_stock,ths_ebit_to_interest_fee_stock,ths_ebitda_to_interest_stock,ths_ebitda_to_total_liab_stock,ths_ebitda_to_dwi_stock,ths_ebitda_to_interest_fee_stock,ths_ebit_to_interest_stock,ths_all_debt_to_ebitda_stock,thscode,time
3.4042,1.9207,2.1247907029302,5.3076,18.9004,9.0834,101.42957347151,2.7265,3.2521037411826,1.5592629868547,1.5407,0.5084,14.0239,1.2309,11.1987,11.1928,7.3505,7.3504506385436,0.0564,0.12923869852631,12.880917612306,12.880917612306,17.735588138483,600089.SH,
