ths_asset_liab_ratio_stock,ths_asset_liab_ratiopc_stock,ths_dwi_stock,ths_equity_multiplier_stock,ths_flow_debt_to_total_debt_stock,ths_noncurrent_liab_to_total_liab_stock,ths_lt_liab_stock,thscode,time
56.9358,48.390619687709,43.627650887666,2.3221,60.0752,39.9248,36.777322887415,600089.SH,
