ths_cf_interest_coverage_stock,ths_cf_interest_coverage_capitalized_stock,ths_ncf_of_oa_to_dwi_stock,ths_ncf_of_oa_to_noncurrent_liab_stock,ths_ncf_of_oa_to_net_debt_stock,ths_non_fa_net_cf_to_total_liab_stock,ths_cf_debt_ratio_stock,ths_lt_debt_to_oc_stock,ths_long_debt_ratio_stock,ths_cash_turnover_stock,thscode,time
633.78832741051,730.29156126629,0.166,0.18836204149982,0.3056,-8.2564186206874,0.0739,4.432,35.553673500544,470.36192747428,600089.SH,
