ths_cf_interest_coverage_stock,ths_cf_interest_coverage_capitalized_stock,ths_ncf_of_oa_to_dwi_stock,ths_ncf_of_oa_to_noncurrent_liab_stock,ths_ncf_of_oa_to_net_debt_stock,ths_non_fa_net_cf_to_total_liab_stock,ths_cf_debt_ratio_stock,ths_lt_debt_to_oc_stock,ths_long_debt_ratio_stock,ths_cash_turnover_stock,thscode,time
850.40815981945,997.08454786275,0.1,0.10931921409956,0.2119,-3.6839201776178,0.0436,3.1494,36.777322887415,239.65949543571,600089.SH,
