ths_holder_name_stock,ths_holder_held_num_stock,ths_float_holder_held_mv_stock,ths_holder_held_ratio_stock,ths_holder_held_shares_nature_stock,ths_holder_nature_stock,ths_org_holder_type_stock,ths_org_holder_name_stock,ths_holder_held_ls_num_stock,ths_top10_hlolder_held_num_stock,ths_top10_hlolder_held_ratio_stock,ths_float_holder_name_stock,ths_float_holder_held_num_stock,ths_float_holder_held_ratio_stock,ths_float_holder_held_share_nature_stock,ths_top10_float_hlolder_held_num_stock,ths_top10_float_hlolder_held_ratio_stock,ths_shareholders_numbers_byr_stock,ths_shareholders_yoy_change_byr_stock,ths_shareholders_qoq_change_byr_stock,ths_shareholders_numbers_enddate_stock,ths_shareholders_change_enddate_stock,ths_avg_held_num_stock,ths_avg_held_ratio_stock,ths_avg_held_ratio_chg_lrr_stock,ths_avg_held_num_growth_q_stock,ths_avg_held_ratio_growth_q_stock,ths_avg_held_num_growth_6m_stock,ths_avg_held_ratio_growth_6m_stock,ths_held_num_org_stock,ths_held_num_qfii_stock,ths_held_num_sif_stock,ths_held_num_fund_stock,ths_held_num_insurance_corp_stock,ths_total_org_held_num_stock,ths_qfii_held_num_stock,ths_sif_held_num_stock,ths_fund_held_num_stock,ths_wm_product_held_num_stock,ths_insurance_corp_held_num_stock,ths_broker_held_num_stock,ths_corp_annuity_held_num_stock,ths_trust_corp_share_held_num_stock,ths_financial_corp_held_num_stock,ths_bank_held_num_stock,ths_fund_manage_corp_held_num_stock,ths_general_corp_held_num_stock,ths_sp_holding_num_stock,ths_total_org_held_ratio_stock,ths_qfii_held_ratio_stock,ths_sif_held_ratio_stock,ths_fund_held_ratio_stock,ths_wm_product_held_ratio_stock,ths_insurance_corp_held_ratio_stock,ths_broker_held_ratio_stock,ths_corp_annuity_held_ratio_stock,ths_trust_corp_share_held_ratio_stock,ths_financial_corp_held_ratio_stock,ths_bank_held_ratio_stock,ths_fund_manage_corp_held_ratio_stock,ths_general_corp_held_ratio_stock,ths_sp_holding_ratio_stock,ths_top10_fund_holded_name_stock,ths_fund_value_stock,ths_total_shares_stock,ths_depository_receipt_ratio_stock,ths_total_shares_before_listed_stock,ths_total_ashare_stock,ths_float_ashare_stock,ths_float_ashare_exright_stock,ths_limited_ashare_stock,ths_total_bshare_stock,ths_float_bshare_stock,ths_limited_bshare_stock,ths_neeq_ashare_stock,ths_neeq_bshare_stock,ths_neeq_sum_stock,ths_hk_listed_stock_stock,ths_overseas_listed_shares_stock,ths_free_float_shares_stock,ths_total_float_shares_stock,ths_total_limited_shares_stock,ths_unfloat_shares_before_reform_stock,thscode,time
新疆特变电工集团有限公司,581077428.0,11650602431.4,11.5,流通A股,境内非国有法人,一般法人,"新疆特变电工集团有限公司,新疆宏联创业投资有限公司,香港中央结算有限公司,招商证券股份有限公司-华夏中证电网设备主题交易型开放式指数证券投资基金,新疆投资发展(集团)有限责任公司,全国社保基金五零三组合,中国银行股份有限公司-华泰柏瑞中证光伏产业交易型开放式指数证券投资基金,中信建投证券股份有限公司-天弘中证光伏产业指数型发起式证券投资基金,华夏银行股份有限公司-国泰恒生A股电网设备交易型开放式指数证券投资基金",0.0,1268449079.0,25.1,"新疆特变电工集团有限公司,新疆宏联创业投资有限公司,香港中央结算有限公司,招商证券股份有限公司-华夏中证电网设备主题交易型开放式指数证券投资基金,新疆投资发展(集团)有限责任公司,全国社保基金五零三组合,中国银行股份有限公司-华泰柏瑞中证光伏产业交易型开放式指数证券投资基金,中信建投证券股份有限公司-天弘中证光伏产业指数型发起式证券投资基金,杨异,华夏银行股份有限公司-国泰恒生A股电网设备交易型开放式指数证券投资基金",581077428.0,11.5001,流通A股,1268449079.0,25.104,833474.0,161.06842492678,-2.2990621120706,833474,-2.2990621120706,6062.3277642734,0.0011997974741864,2.75840891505e-05,2.3531627861217,2.3531627861217,-38.586326628065,-38.586326628065,65.0,0.0,1.0,60.0,0.0,1333929530.0,,30800000.0,249307542.0,,,,,,,,,1053821988.0,0.0,26.4002,,0.6096,4.9344,,,,,,,,,20.8562,0.0,"华夏中证电网设备主题ETF,华泰柏瑞中证光伏产业ETF,天弘中证光伏A,国泰恒生A股电网设备ETF,天弘中证电网设备主题指数发起A,南方中证新能源ETF,天弘中证光伏产业ETF,易方达恒生A股电网设备ETF,广发中证光伏产业指数A,华夏中证光伏产业ETF",2052409062.12,5052792571.0,,48680000.0,5052792571.0,5052792571.0,5052792571.0,,0.0,,,,,0.0,0.0,0.0,4141299271.0,5052792571.0,0.0,,600089.SH,
