ths_asset_liab_ratio_stock,ths_asset_liab_ratiopc_stock,ths_dwi_stock,ths_equity_multiplier_stock,ths_flow_debt_to_total_debt_stock,ths_noncurrent_liab_to_total_liab_stock,ths_lt_liab_stock,thscode,time
55.6002,45.50941070196,44.513255617885,2.2523,60.7782,39.2218,35.553673500544,600089.SH,
