ths_operating_revenue_yoy_stock,ths_or_yoy_stock,ths_op_yoy_stock,ths_total_profit_yoy_stock,ths_np_yoy_stock,ths_np_atsopc_yoy_stock,ths_np_atsopc_dnrgal_yoy_stock,ths_net_interest_income_growth_stock,ths_interest_income_growth_stock,ths_interest_expense_growth_stock,ths_operating_cost_yoy_stock,ths_ncf_of_oa_yoy_stock,ths_oa_cf_net_amt_yoy_stock,ths_cash_net_flow_yoy_stock,ths_net_assets_yoy_stock,ths_total_liab_growth_yoy_stock,ths_total_assets_growth_yoy_stock,ths_account_receivable_yoy_stock,ths_currency_capital_yoy_stock,thscode,time
-0.6008,-0.6087,67.1782,60.1279,66.560244064567,43.6873,15.6368,,8.508443738641,61.566561969313,-1.4295565498315,-27.7456,-27.946,-970.47423738207,10.2156759526,7.349154820933,9.2293253081995,15.333450659522,-8.7026058602171,600089.SH,
